,Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
7093,7093,1654740424,-5.053,50.57,241,400,13137,20035,939.582,0.36,0.37,2.45,0.381,0.009,7093,1
11605,11605,1654744936,12.98,47.31,1048,606,12812,19466,939.053,1.97,2.05,13.56,2.114,0.048,11605,1
54934,54934,1654715979,24.59,44.3,0,400,13393,21198,937.396,1.97,2.05,13.55,2.113,0.048,3792,0
55823,55823,1654716868,47.53,15.94,443,400,13420,20715,936.83,0.8,0.83,5.48,0.854,0.019,4681,0
57521,57521,1655124943,14.486,41.03,53,410,12822,20714,937.509,2.19,2.28,15.07,2.35,0.053,635,0
234,234,1654733565,22.991,52.9,4,400,12629,19697,939.82,0.04,0.08,0.19,0.084,0.034,234,0
13706,13706,1654747037,19.059,47.05,1118,506,12843,19453,938.901,2.08,2.16,14.32,2.234,0.05,13706,1
58724,58724,1655126146,-4.187,41.82,135,406,12787,20598,937.439,1.58,1.64,10.84,1.691,0.038,1838,0
21009,21009,1654754340,2.869,49.09,1360,405,12945,19386,938.681,1.9,1.98,13.09,2.041,0.046,21009,1
56360,56360,1654717405,57.18,13.17,60000,4263,11775,17170,936.727,5179.63,7155.67,31191.51,7681.012,1847.777,5218,0
10566,10566,1654743897,1.699,54.78,996,689,12784,19484,939.087,2.23,2.32,15.37,2.397,0.054,10566,1
60950,60950,1655128372,16.938,52.6,2921,400,13316,19885,936.965,0.6,0.62,4.12,0.642,0.014,4064,0
14156,14156,1654747487,16.955,53.28,1149,499,12850,19451,938.915,1.82,1.89,12.54,1.955,0.044,14156,1
15337,15337,1654748668,12.367,50.97,1184,449,12868,19444,938.834,1.96,2.04,13.49,2.104,0.048,15337,1
14941,14941,1654748272,13.39,53.65,1059,417,12884,19469,938.815,1.97,2.04,13.54,2.112,0.048,14941,1
55292,55292,1654716337,34.89,50.48,6524,400,13080,19542,936.893,0.32,0.34,2.22,0.347,0.008,4150,0
7421,7421,1654740752,-4.32,56.34,267,400,13124,19998,939.53,0.57,0.6,3.95,0.616,0.014,7421,1
56441,56441,1654717486,58.43,11.43,60000,1502,12234,17779,936.728,356.84,400.02,2382.39,417.998,37.073,5299,0
53825,53825,1654714870,28.73,42.43,168,425,12785,20564,937.338,1.73,1.8,11.89,1.854,0.042,2683,0
5944,5944,1654739275,-8.732,53.2,86,400,13227,20177,939.625,1.97,2.05,13.55,2.113,0.048,5944,1
27715,27715,1654764064,20.46,48.04,81,400,13197,20094,939.636,1.21,1.26,8.34,1.301,0.029,2721,0
10507,10507,1654743838,1.126,55.06,927,680,12784,19504,939.115,1.73,1.8,11.9,1.856,0.042,10507,1
17353,17353,1654750684,15.552,48.29,1157,400,12898,19425,938.769,1.75,1.82,12.06,1.881,0.042,17353,1
61863,61863,1655129285,-7.856,27.53,60000,14664,11151,16340,936.884,6352.87,6835.03,43134.77,7098.887,381.742,4977,0
17650,17650,1654750981,16.783,48.83,1115,400,12903,19449,938.705,1.72,1.79,11.83,1.845,0.042,17650,1
2700,2700,1654736031,15.241,52.24,97,400,13188,20071,939.656,0.99,1.03,6.84,1.066,0.024,2700,0
25619,25619,1654761968,13.52,57.34,0,400,12888,19849,939.856,0.2,0.21,1.41,0.22,0.005,625,0
56863,56863,1654717908,46.5,15.78,554,400,13785,20639,936.686,0.6,0.63,4.15,0.647,0.015,5721,0
6681,6681,1654740012,-6.395,49.59,209,400,13150,20054,939.596,0.77,0.8,5.32,0.83,0.019,6681,1
5014,5014,1654738345,-8.384,49.29,69,400,13223,20145,939.699,2.29,2.38,15.74,2.455,0.055,5014,1
54059,54059,1654715104,28.57,42.87,163,413,12779,20557,937.414,1.96,2.03,13.46,2.099,0.047,2917,0
15452,15452,1654748783,12.197,47.77,1231,458,12862,19421,938.82,1.9,1.97,13.06,2.036,0.046,15452,1
11747,11747,1654745078,14.424,52.83,1065,610,12808,19452,939.095,2.09,2.18,14.41,2.247,0.051,11747,1
14347,14347,1654747678,16.001,49.24,1140,479,12856,19448,938.933,2.3,2.39,15.84,2.47,0.056,14347,1
59506,59506,1655126928,10.799,42.6,157,420,12778,20569,937.316,1.87,1.94,12.86,2.005,0.045,2620,0
50839,50839,1654903856,38.68,14.08,259,3646,12425,20330,930.861,1.13,1.18,7.79,1.214,0.027,851,1
1602,1602,1654734933,25.43,50.51,0,400,13138,20036,939.595,0.5,0.51,3.41,0.532,0.012,1602,0
1266,1266,1654734597,26.825,48.85,24,400,13075,19950,939.718,0.43,0.45,2.97,0.463,0.01,1266,0
4747,4747,1654738078,-7.024,51.07,39,400,13253,20175,939.66,2.32,2.41,15.97,2.49,0.056,4747,1
51315,51315,1654712360,28.53,38.95,64,447,12827,20708,937.578,2.04,2.12,14.05,2.19,0.049,173,0
26527,26527,1654762876,17.04,55.72,0,400,13131,20027,939.655,0.64,0.67,4.43,0.691,0.016,1533,0
15693,15693,1654749024,12.01,48.72,1277,459,12858,19409,938.786,1.96,2.03,13.47,2.1,0.047,15693,1
16461,16461,1654749792,12.758,47.58,1118,407,12891,19447,938.769,1.77,1.84,12.17,1.898,0.043,16461,1
55459,55459,1654716504,43.03,30.25,7492,400,12977,19476,936.856,0.39,0.41,2.71,0.422,0.01,4317,0
55360,55360,1654716405,39.19,38.82,9267,400,12899,19370,936.86,0.6,0.62,4.14,0.645,0.015,4218,0
55545,55545,1654716590,47.7,27.85,13956,522,12756,19069,936.904,0.71,0.74,4.92,0.767,0.017,4403,0
59922,59922,1655127344,20.601,43.1,174,425,12767,20534,937.31,1.86,1.94,12.83,2.0,0.045,3036,0
62507,62507,1655129929,-2.356,13.76,1187,400,13683,20377,936.7,0.73,0.76,5.01,0.782,0.018,5621,0
2944,2944,1654736275,12.29,52.25,138,400,13172,20038,939.63,0.8,0.83,5.49,0.855,0.019,2944,0
26773,26773,1654763122,18.64,49.5,36,400,13129,20022,939.618,0.73,0.76,5.06,0.788,0.018,1779,0
21537,21537,1654754868,-5.883,53.89,1300,400,12960,19396,938.72,1.75,1.81,12.02,1.874,0.042,21537,1
15785,15785,1654749116,11.997,50.44,1120,410,12883,19460,938.808,1.99,2.07,13.73,2.141,0.048,15785,1
20804,20804,1654754135,6.171,52.62,1277,400,12961,19413,938.694,2.35,2.44,16.16,2.52,0.057,20804,1
1908,1908,1654735239,23.32,47.47,64,400,13123,19996,939.629,0.6,0.62,4.1,0.639,0.014,1908,0
19691,19691,1654753022,18.949,48.83,1216,407,12930,19439,938.711,1.69,1.76,11.65,1.817,0.041,19691,1
12492,12492,1654745823,19.937,47.99,1126,566,12825,19450,938.987,1.96,2.04,13.5,2.105,0.048,12492,1
58668,58668,1655126090,-4.08,41.51,93,400,12788,20635,937.405,1.82,1.89,12.51,1.95,0.044,1782,0
55729,55729,1654716774,56.73,19.24,42724,810,12602,18589,936.883,0.97,1.0,6.64,1.036,0.023,4587,0
21971,21971,1654755302,-12.573,48.88,1331,400,12965,19391,938.743,1.96,2.03,13.46,2.098,0.047,21971,1
22105,22105,1654755436,-14.414,47.75,1337,400,12969,19399,938.731,1.79,1.86,12.29,1.917,0.043,22105,1
54544,54544,1654715589,28.56,41.77,86,400,12913,20637,937.427,1.89,1.97,13.03,2.032,0.046,3402,0
7076,7076,1654740407,-5.101,56.49,244,400,13127,20023,939.571,0.38,0.4,2.63,0.411,0.009,7076,1
19118,19118,1654752449,20.753,51.71,1276,420,12914,19414,938.709,1.48,1.54,10.21,1.593,0.036,19118,1
60801,60801,1655128223,14.383,47.0,112,400,13231,21042,937.013,1.67,1.74,11.5,1.793,0.04,3915,0
59128,59128,1655126550,-4.083,48.33,129,404,12786,20592,937.341,1.87,1.94,12.87,2.007,0.045,2242,0
21086,21086,1654754417,1.599,47.48,1381,405,12951,19390,938.7,1.76,1.83,12.15,1.894,0.043,21086,1
55268,55268,1654716313,36.11,46.48,5102,400,13158,19632,936.906,0.53,0.55,3.66,0.571,0.013,4126,0
59294,59294,1655126716,0.864,47.98,174,436,12769,20543,937.323,1.92,2.0,13.25,2.065,0.047,2408,0
15944,15944,1654749275,12.044,52.68,1136,420,12882,19440,938.765,1.93,2.0,13.26,2.068,0.047,15944,1
55121,55121,1654716166,26.18,75.08,1456,400,13400,20262,937.074,0.81,0.84,5.55,0.865,0.02,3979,0
57840,57840,1655125262,-2.053,41.44,106,434,12762,20637,937.525,2.03,2.1,13.94,2.174,0.049,954,0
54200,54200,1654715245,26.51,46.21,191,452,12762,20533,937.353,1.25,1.29,8.57,1.336,0.03,3058,0
18868,18868,1654752199,20.729,47.47,1145,400,12919,19442,938.69,1.45,1.51,10.0,1.56,0.035,18868,1
2813,2813,1654736144,13.889,51.52,124,400,13168,20043,939.649,0.92,0.95,6.3,0.982,0.022,2813,0
10571,10571,1654743902,1.748,55.12,975,694,12779,19487,939.097,2.22,2.31,15.29,2.384,0.054,10571,1
858,858,1654734189,26.94,57.51,10,400,12979,19905,939.755,0.33,0.34,2.25,0.351,0.008,858,0
4780,4780,1654738111,-7.226,52.2,27,400,13258,20186,939.652,2.19,2.28,15.1,2.354,0.053,4780,1
25681,25681,1654762030,14.01,55.99,0,400,12916,19872,939.798,0.16,0.17,1.13,0.176,0.004,687,0
60604,60604,1655128026,12.27,42.11,0,400,13449,21286,937.39,2.11,2.19,14.51,2.262,0.051,3718,0
51544,51544,1654712589,29.49,40.08,79,400,12832,20698,937.527,2.0,2.08,13.78,2.149,0.049,402,0
6928,6928,1654740259,-5.553,49.48,217,400,13146,20048,939.627,0.58,0.61,4.01,0.626,0.014,6928,1
57064,57064,1655124486,26.721,42.79,69,438,12839,20726,937.579,1.95,2.03,13.45,2.097,0.047,178,0
62451,62451,1655129873,-9.333,13.8,2141,400,13557,20121,936.705,0.83,0.86,5.7,0.888,0.02,5565,0
60552,60552,1655127974,12.05,43.55,0,400,13396,21236,937.445,1.54,1.6,10.57,1.649,0.037,3666,0
62376,62376,1655129798,-16.081,11.94,2697,400,13538,19975,936.685,0.62,0.64,4.26,0.664,0.015,5490,0
796,796,1654734127,26.786,57.22,8,400,12959,19897,939.788,0.13,0.14,0.92,0.143,0.003,796,0
6810,6810,1654740141,-5.946,49.79,231,400,13128,20035,939.615,0.63,0.65,4.31,0.671,0.015,6810,1
17406,17406,1654750737,15.764,50.09,1153,400,12899,19441,938.731,1.48,1.53,10.16,1.585,0.036,17406,1
5935,5935,1654739266,-8.752,55.72,104,400,13205,20160,939.634,1.99,2.06,13.67,2.131,0.048,5935,1
25896,25896,1654762245,13.08,55.95,10,400,13003,19919,939.756,0.17,0.18,1.16,0.181,0.004,902,0
12979,12979,1654746310,20.848,47.36,1046,543,12837,19470,938.91,1.99,2.07,13.72,2.139,0.048,12979,1
27911,27911,1654764260,19.23,47.24,156,400,13147,20018,939.633,1.14,1.19,7.87,1.227,0.028,2917,0
16604,16604,1654749935,13.089,52.71,1140,401,12887,19442,938.777,1.61,1.67,11.09,1.73,0.039,16604,1
54883,54883,1654715928,24.41,44.91,0,400,13438,21260,937.378,2.18,2.26,14.98,2.337,0.053,3741,0
26545,26545,1654762894,18.13,49.26,7,400,13123,20022,939.665,0.56,0.59,3.88,0.605,0.014,1551,0
54310,54310,1654715355,28.86,42.33,190,419,12771,20532,937.364,1.78,1.85,12.25,1.91,0.043,3168,0
3260,3260,1654736591,8.356,58.94,142,400,13218,20081,939.698,2.58,2.68,17.75,2.768,0.063,3260,1
1745,1745,1654735076,24.534,52.29,34,400,13125,20014,939.605,0.75,0.78,5.19,0.809,0.018,1745,0
10816,10816,1654744147,4.288,54.72,971,656,12793,19482,939.046,2.16,2.25,14.88,2.321,0.052,10816,1
52577,52577,1654713622,27.01,42.87,88,420,12774,20640,937.458,1.52,1.58,10.44,1.627,0.037,1435,0
53415,53415,1654714460,27.49,41.38,152,431,12773,20580,937.328,1.83,1.91,12.62,1.968,0.044,2273,0
25891,25891,1654762240,13.21,54.68,26,400,12988,19904,939.773,0.15,0.16,1.06,0.165,0.004,897,0
53876,53876,1654714921,28.46,43.18,157,414,12774,20558,937.325,2.13,2.22,14.69,2.291,0.052,2734,0
55843,55843,1654716888,44.97,17.21,163,400,13530,20981,936.816,1.51,1.57,10.39,1.62,0.037,4701,0
56254,56254,1654717299,53.63,23.29,60000,36460,10710,15404,936.791,10541.74,24902.6,37504.45,27997.965,13796.785,5112,0
7688,7688,1654741019,-4.087,55.35,290,400,13120,19976,939.444,0.29,0.3,2.01,0.313,0.007,7688,1
10901,10901,1654744232,5.212,48.15,984,655,12800,19487,939.062,2.39,2.48,16.45,2.565,0.058,10901,1
4549,4549,1654737880,-5.636,53.36,61,400,13253,20151,939.681,2.2,2.29,15.16,2.364,0.053,4549,1
10796,10796,1654744127,4.073,53.0,1005,657,12792,19481,939.061,2.2,2.28,15.13,2.359,0.053,10796,1
21570,21570,1654754901,-6.42,47.51,1320,401,12955,19397,938.725,1.72,1.78,11.82,1.843,0.042,21570,1
20537,20537,1654753868,10.193,47.41,1074,400,12983,19456,938.738,2.0,2.08,13.78,2.148,0.049,20537,1
55037,55037,1654716082,25.37,40.55,26,400,13398,21142,937.042,1.73,1.8,11.9,1.855,0.042,3895,0
17950,17950,1654751281,18.062,48.8,1126,406,12911,19446,938.713,1.54,1.6,10.6,1.653,0.037,17950,1
27848,27848,1654764197,21.11,45.58,109,400,13180,20063,939.663,0.97,1.01,6.71,1.046,0.024,2854,0
12859,12859,1654746190,20.819,47.33,1034,533,12841,19466,938.921,2.07,2.15,14.25,2.222,0.05,12859,1
14766,14766,1654748097,14.058,49.79,1076,439,12870,19449,938.871,1.78,1.85,12.26,1.912,0.043,14766,1
4839,4839,1654738170,-7.563,52.11,42,400,13243,20170,939.672,2.31,2.4,15.91,2.481,0.056,4839,1
6923,6923,1654740254,-5.57,49.71,218,400,13143,20047,939.605,0.5,0.52,3.41,0.532,0.012,6923,1
22874,22874,1654756205,-21.47,48.52,1356,402,12967,19378,938.73,2.0,2.08,13.76,2.146,0.048,22874,1
10979,10979,1654744310,6.074,53.22,1032,657,12789,19471,939.089,2.1,2.19,14.48,2.258,0.051,10979,1
56079,56079,1654717124,46.94,26.56,60000,7232,11510,16785,936.841,2461.3,2557.2,16940.15,2641.615,59.664,4937,0
58750,58750,1655126172,-4.291,46.67,133,414,12782,20589,937.389,1.91,1.98,13.14,2.048,0.046,1864,0
52394,52394,1654713439,29.15,40.65,67,400,12784,20658,937.492,2.34,2.44,16.13,2.515,0.057,1252,0
15612,15612,1654748943,12.048,48.23,1159,413,12875,19433,938.807,1.66,1.73,11.45,1.786,0.04,15612,1
22626,22626,1654755957,-19.982,50.46,1266,400,12979,19405,938.761,1.88,1.96,12.95,2.02,0.046,22626,1
17494,17494,1654750825,16.124,49.66,1222,420,12890,19432,938.736,1.69,1.76,11.66,1.819,0.041,17494,1
56348,56348,1654717393,59.53,13.15,60000,16182,11075,16383,936.763,8695.45,14475.7,46175.51,15840.289,5492.746,5206,0
21632,21632,1654754963,-7.418,48.21,1396,432,12942,19371,938.702,2.35,2.44,16.15,2.518,0.057,21632,1
52155,52155,1654713200,27.87,40.49,89,417,12771,20656,937.517,2.08,2.16,14.29,2.229,0.05,1013,0
21644,21644,1654754975,-7.61,53.02,1385,413,12954,19388,938.716,2.3,2.39,15.82,2.466,0.056,21644,1
51651,51651,1654712696,28.88,41.95,66,400,12833,20697,937.517,1.96,2.03,13.48,2.102,0.047,509,0
5775,5775,1654739106,-9.057,49.85,36,400,13257,20218,939.709,2.4,2.5,16.53,2.578,0.058,5775,1
1456,1456,1654734787,26.166,54.3,33,400,13095,19980,939.702,0.56,0.58,3.83,0.597,0.013,1456,0
25944,25944,1654762293,13.56,53.43,25,400,13005,19914,939.75,0.19,0.2,1.32,0.207,0.005,950,0
50546,50546,1654903563,39.68,14.12,5,2637,12647,20126,930.921,0.92,0.95,6.31,0.985,0.022,558,1
56455,56455,1654717500,59.31,11.02,60000,669,12677,18349,936.708,26.13,28.89,175.49,30.123,2.319,5313,0
13069,13069,1654746400,20.798,52.84,1092,545,12839,19456,938.902,2.15,2.23,14.8,2.308,0.052,13069,1
1837,1837,1654735168,23.873,49.23,61,400,13121,20002,939.622,0.72,0.75,4.97,0.775,0.018,1837,0
5788,5788,1654739119,-9.036,49.15,12,400,13263,20234,939.695,2.37,2.46,16.29,2.541,0.057,5788,1
19459,19459,1654752790,20.032,47.93,1197,400,12930,19438,938.657,1.47,1.53,10.12,1.579,0.036,19459,1
53904,53904,1654714949,26.22,47.34,162,428,12775,20561,937.354,1.43,1.49,9.87,1.539,0.035,2762,0
62521,62521,1655129943,-0.334,15.5,1283,400,13683,20351,936.655,0.63,0.66,4.34,0.677,0.015,5635,0
27372,27372,1654763721,20.2,47.51,27,400,13205,20124,939.605,1.02,1.06,7.01,1.092,0.025,2378,0
5346,5346,1654738677,-9.192,51.34,9,400,13262,20229,939.718,2.45,2.55,16.87,2.631,0.059,5346,1
22038,22038,1654755369,-13.51,48.1,1356,402,12962,19388,938.736,2.2,2.29,15.16,2.364,0.053,22038,1
20261,20261,1654753592,13.839,52.67,1350,433,12921,19392,938.732,1.59,1.65,10.92,1.703,0.038,20261,1
11242,11242,1654744573,9.02,49.01,1009,627,12805,19480,939.104,2.58,2.68,17.79,2.774,0.063,11242,1
54415,54415,1654715460,28.46,43.6,202,426,12767,20523,937.401,1.58,1.64,10.87,1.695,0.038,3273,0
11196,11196,1654744527,8.504,47.8,1053,637,12800,19473,939.076,1.95,2.03,13.44,2.095,0.047,11196,1
14136,14136,1654747467,17.054,50.46,1155,500,12853,19447,938.907,1.86,1.93,12.78,1.993,0.045,14136,1
1944,1944,1654735275,23.027,54.22,65,400,13124,19986,939.609,0.54,0.56,3.69,0.575,0.013,1944,0
21395,21395,1654754726,-3.546,50.46,1387,422,12945,19388,938.709,1.72,1.78,11.81,1.842,0.042,21395,1
25592,25592,1654761941,12.79,50.37,37,400,12829,19792,939.818,0.2,0.21,1.38,0.216,0.005,598,0
14218,14218,1654747549,16.645,53.39,1147,495,12847,19443,938.914,2.11,2.19,14.53,2.266,0.051,14218,1
11382,11382,1654744713,10.578,51.19,1094,639,12797,19456,939.128,2.38,2.47,16.35,2.55,0.058,11382,1
53088,53088,1654714133,27.94,45.13,126,400,12796,20601,937.354,1.73,1.8,11.9,1.856,0.042,1946,0
25266,25266,1654761615,11.19,55.89,18,400,12634,19701,939.789,0.16,0.27,0.87,0.301,0.105,272,0
58887,58887,1655126309,-5.015,48.18,132,415,12780,20585,937.34,2.01,2.09,13.85,2.16,0.049,2001,0
18327,18327,1654751658,19.507,47.43,1187,406,12908,19435,938.715,1.62,1.68,11.16,1.74,0.039,18327,1
14448,14448,1654747779,15.505,52.83,1159,480,12854,19438,938.911,1.95,2.03,13.42,2.092,0.047,14448,1
56807,56807,1654717852,48.35,14.71,944,400,13688,20427,936.679,0.68,0.7,4.65,0.725,0.016,5665,0
57779,57779,1655125201,0.8,40.39,107,425,12768,20654,937.538,2.01,2.09,13.86,2.162,0.049,893,0
12684,12684,1654746015,20.557,47.08,1042,550,12833,19464,938.967,1.92,2.0,13.24,2.064,0.047,12684,1
62039,62039,1655129461,-18.184,18.87,60000,8308,11452,16200,936.798,12833.45,38900.05,24090.66,44350.516,25128.328,5153,0
60986,60986,1655128408,17.609,54.47,3244,400,13200,19798,936.922,0.8,0.83,5.48,0.855,0.019,4100,0
22042,22042,1654755373,-13.565,47.89,1390,408,12962,19380,938.732,2.14,2.22,14.74,2.298,0.052,22042,1
54212,54212,1654715257,25.96,48.6,192,439,12767,20526,937.38,1.66,1.73,11.45,1.785,0.04,3070,0
54650,54650,1654715695,27.76,41.47,0,400,13154,20992,937.459,1.97,2.05,13.56,2.114,0.048,3508,0
61500,61500,1655128922,15.858,16.28,40128,815,12595,18628,936.902,0.9,0.94,6.2,0.966,0.022,4614,0
27464,27464,1654763813,17.74,53.93,3,400,13222,20159,939.617,0.91,0.95,6.3,0.982,0.022,2470,0
4497,4497,1654737828,-5.223,53.88,71,400,13242,20150,939.673,2.27,2.36,15.62,2.436,0.055,4497,1
56820,56820,1654717865,48.34,14.71,687,400,13728,20511,936.669,0.61,0.63,4.16,0.649,0.015,5678,0
4680,4680,1654738011,-6.588,54.03,56,400,13241,20159,939.67,2.08,2.16,14.33,2.235,0.05,4680,1
11644,11644,1654744975,13.385,51.26,1011,595,12817,19476,939.06,1.99,2.06,13.67,2.132,0.048,11644,1
57426,57426,1655124848,19.175,44.58,97,400,12830,20663,937.479,2.09,2.18,14.41,2.248,0.051,540,0
4361,4361,1654737692,-4.06,52.3,111,400,13224,20109,939.647,2.23,2.31,15.32,2.389,0.054,4361,1
50624,50624,1654903641,38.3,15.57,0,1835,12761,20511,930.916,0.81,0.84,5.59,0.871,0.02,636,1
53952,53952,1654714997,28.87,42.14,172,427,12775,20557,937.416,1.65,1.71,11.35,1.769,0.04,2810,0
17003,17003,1654750334,14.265,47.56,1118,400,12898,19450,938.796,2.22,2.31,15.3,2.385,0.054,17003,1
56233,56233,1654717278,53.93,21.72,60000,11459,11307,16057,936.803,5934.17,10783.66,29238.94,11892.232,4626.766,5091,0
2385,2385,1654735716,18.803,47.09,28,400,13209,20138,939.617,1.0,1.03,6.85,1.069,0.024,2385,0
52399,52399,1654713444,26.83,44.18,66,400,12782,20657,937.477,2.17,2.25,14.92,2.327,0.053,1257,0
62533,62533,1655129955,1.491,15.93,1057,400,13666,20405,936.684,0.58,0.61,4.01,0.625,0.014,5647,0
21453,21453,1654754784,-4.505,49.02,1390,425,12951,19383,938.703,1.75,1.81,12.02,1.874,0.042,21453,1
6627,6627,1654739958,-6.585,49.18,193,400,13149,20066,939.604,0.79,0.82,5.46,0.852,0.019,6627,1
60791,60791,1655128213,14.236,46.26,339,733,12617,20815,937.013,1.74,1.81,11.97,1.866,0.042,3905,0
58168,58168,1655125590,-9.258,47.57,103,400,12784,20632,937.482,1.93,2.01,13.31,2.075,0.047,1282,0
50548,50548,1654903565,39.36,14.65,0,1527,12839,20165,930.907,0.92,0.95,6.32,0.985,0.022,560,1
59949,59949,1655127371,20.343,47.66,194,445,12764,20533,937.364,1.37,1.42,9.42,1.469,0.033,3063,0
51881,51881,1654712926,26.26,46.82,86,447,12779,20680,937.55,2.3,2.39,15.83,2.468,0.056,739,0
56014,56014,1654717059,43.82,31.79,60000,2256,12104,17850,936.86,235.28,244.45,1619.34,252.517,5.703,4872,0
62586,62586,1655130008,10.597,16.65,679,400,13707,20504,936.677,0.79,0.83,5.47,0.853,0.019,5700,0
19251,19251,1654752582,20.584,53.48,1256,412,12914,19419,938.697,1.43,1.48,9.83,1.533,0.035,19251,1
51968,51968,1654713013,29.24,40.53,86,409,12786,20665,937.553,2.07,2.15,14.26,2.223,0.05,826,0
5751,5751,1654739082,-9.092,55.15,38,400,13248,20219,939.719,1.87,1.94,12.86,2.006,0.045,5751,1
3163,3163,1654736494,9.568,49.27,190,400,13140,19978,939.648,0.84,0.88,5.81,0.906,0.02,3163,0
22065,22065,1654755396,-13.879,53.22,1377,412,12960,19381,938.718,1.64,1.71,11.32,1.765,0.04,22065,1
2655,2655,1654735986,15.77,52.12,55,400,13209,20117,939.66,1.05,1.09,7.2,1.123,0.025,2655,0
22164,22164,1654755495,-15.18,47.82,1364,404,12960,19386,938.712,2.29,2.38,15.8,2.463,0.056,22164,1
15817,15817,1654749148,11.999,51.03,1168,420,12875,19445,938.819,1.57,1.63,10.83,1.688,0.038,15817,1
22418,22418,1654755749,-18.109,51.97,1362,408,12962,19387,938.752,2.15,2.23,14.77,2.304,0.052,22418,1
6289,6289,1654739620,-7.755,55.05,190,400,13156,20079,939.647,0.94,0.97,6.46,1.007,0.023,6289,1
61798,61798,1655129220,-3.24,28.18,60000,5866,11576,16955,936.851,2143.38,2226.9,14752.04,2300.404,51.959,4912,0
27329,27329,1654763678,18.12,50.21,39,400,13196,20124,939.572,1.18,1.22,8.09,1.262,0.028,2335,0
20939,20939,1654754270,4.012,53.82,1346,426,12946,19384,938.69,2.02,2.1,13.9,2.168,0.049,20939,1
51547,51547,1654712592,29.55,39.91,61,400,12839,20718,937.508,1.96,2.03,13.48,2.102,0.047,405,0
56999,56999,1655124421,25.292,38.61,40,452,12841,20746,937.587,2.03,2.11,13.96,2.177,0.049,113,0
56207,56207,1654717252,53.8,20.96,60000,12855,11234,16159,936.855,7245.6,10811.69,41617.98,11703.711,3363.168,5065,0
21133,21133,1654754464,0.819,48.41,1310,400,12955,19401,938.694,2.13,2.22,14.69,2.291,0.052,21133,1
11202,11202,1654744533,8.571,47.58,1069,648,12797,19460,939.095,1.9,1.97,13.05,2.036,0.046,11202,1
3904,3904,1654737235,0.601,53.08,151,400,13215,20063,939.667,2.22,2.3,15.25,2.378,0.054,3904,1
14468,14468,1654747799,15.408,48.91,1176,479,12855,19445,938.908,2.36,2.45,16.26,2.536,0.057,14468,1
52864,52864,1654713909,28.8,41.49,88,400,12786,20632,937.434,1.77,1.83,12.15,1.895,0.043,1722,0
57936,57936,1655125358,-5.793,42.41,57,400,12794,20680,937.496,2.01,2.09,13.81,2.154,0.049,1050,0
6108,6108,1654739439,-8.31,54.93,149,400,13181,20112,939.683,1.32,1.37,9.09,1.418,0.032,6108,1
7347,7347,1654740678,-4.447,54.54,265,400,13118,19992,939.475,0.41,0.42,2.79,0.436,0.01,7347,1
52814,52814,1654713859,29.01,40.98,66,400,12792,20657,937.402,1.86,1.94,12.83,2.0,0.045,1672,0
16748,16748,1654750079,13.472,49.29,1111,400,12897,19450,938.746,1.67,1.74,11.52,1.797,0.041,16748,1
25924,25924,1654762273,15.58,51.05,3,400,13006,19926,939.749,0.23,0.24,1.58,0.247,0.006,930,0
51164,51164,1654712209,26.9,44.9,9,426,12868,20772,937.603,1.93,2.01,13.3,2.074,0.047,22,0
62104,62104,1655129526,-20.571,13.17,60000,4263,11775,17170,936.727,5179.63,7155.67,31191.51,7681.012,1847.777,5218,0
53336,53336,1654714381,28.45,42.47,128,400,12786,20597,937.326,1.65,1.71,11.35,1.769,0.04,2194,0
61783,61783,1655129205,-2.153,28.14,60000,4915,11677,17141,936.867,1594.0,1656.11,10970.89,1710.779,38.641,4897,0
27073,27073,1654763422,19.57,47.94,2,400,13163,20061,939.63,0.87,0.91,6.0,0.936,0.021,2079,0
50719,50719,1654903736,40.26,13.87,0,1157,12995,20639,930.91,0.97,1.01,6.7,1.045,0.024,731,1
60808,60808,1655128230,14.489,54.99,176,400,13290,20979,937.038,1.84,1.91,12.66,1.974,0.045,3922,0
19228,19228,1654752559,20.623,47.44,1199,400,12924,19420,938.702,1.87,1.95,12.89,2.01,0.045,19228,1
23341,23341,1654756672,-21.584,54.35,1300,400,12986,19407,938.711,1.6,1.67,11.03,1.721,0.039,23341,1
6119,6119,1654739450,-8.279,55.69,152,400,13179,20116,939.673,0.87,0.9,5.99,0.934,0.021,6119,1
12995,12995,1654746326,20.844,49.81,1099,551,12831,19456,938.921,1.81,1.88,12.47,1.944,0.044,12995,1
10506,10506,1654743837,1.116,55.0,906,680,12784,19498,939.118,1.69,1.76,11.66,1.818,0.041,10506,1
1384,1384,1654734715,26.457,48.76,30,400,13083,19983,939.716,0.54,0.56,3.7,0.577,0.013,1384,0
16713,16713,1654750044,13.375,48.82,1186,415,12882,19435,938.76,1.79,1.86,12.33,1.923,0.043,16713,1
14133,14133,1654747464,17.069,48.53,1161,513,12844,19446,938.907,1.93,2.01,13.31,2.075,0.047,14133,1
18484,18484,1654751815,19.993,51.34,1205,400,12912,19420,938.722,1.73,1.8,11.91,1.857,0.042,18484,1
13946,13946,1654747277,17.982,47.1,1111,481,12853,19467,938.937,2.06,2.14,14.17,2.21,0.05,13946,1
